filename,camera_id,datetime,s1_x1,s1_y1,s1_x2,s1_y2,s1_pixel_length,s1_snow_depth,s2_x1,s2_y1,s2_x2,s2_y2,s2_pixel_length,s2_snow_depth,s3_x1,s3_y1,s3_x2,s3_y2,s3_pixel_length,s3_snow_depth,s4_x1,s4_y1,s4_x2,s4_y2,s4_pixel_length,s4_snow_depth,s5_x1,s5_y1,s5_x2,s5_y2,s5_pixel_length,s5_snow_depth
CC1_20251120_13.jpg,CC1,11/20/2025 12:50,444.30666342012375,258.0266370132549,472.1164358859038,1086.2811175369482,828.7212245092866,-1.658652203770174,1325.9921039248154,503.15609712535417,1346.6887545887926,1169.4720654560103,666.6373234384097,-0.1466439545980336,1814.034212524636,544.9413347703708,1817.361821013068,1406.3123741026411,861.3774668393687,8.792793369902625,,,,,,,,,,,,
CC1_20251127_13.jpg,CC1,11/27/2025 12:00,431.733468005881,293.77570223555153,452.3285909291102,1088.747447072199,795.2384762930217,5.600079971424549,1309.0857045354446,545.0362018989479,1324.1887946791462,1179.3659879344077,634.5095592531926,8.61964061661925,1793.7575973287717,591.718480524934,1793.7575973287717,1473.189741639144,881.4712611142102,4.011651415629359,,,,,,,,,,,,
CC1_20251205_10.jpg,CC1,12/05/2025 09:00,427.7860694455954,299.9027513052122,446.1157288472695,1124.737424380542,825.0383108202113,-0.8602325543230904,1305.3185133007378,554.2267755034388,1321.3569652772026,1241.5890030662135,687.5493173742965,-5.852627375564055,1793.3456948703074,602.3421314328331,1795.1446805424234,1419.9832006362776,817.6430482781593,19.199014343835444,,,,,,,,,,,,
CC1_20251219_11.jpg,CC1,12/19/2025 10:00,443.49392281981136,289.8336371923425,436.5578344981259,900.4141920573097,610.6199499692239,45.62356993431269,1318.179268383651,560.1942031005206,1311.314227409241,1039.6028978134668,479.4578452314148,50.92658237994698,1809.029698053947,616.2587043915332,1785.002054643513,1307.3394958154468,691.4983643675245,49.21403451893559,,,,,,,,,,,,
CC1_20251226_11.jpg,CC1,12/26/2025 10:00,458.1551752714016,290.00600812132257,450.1995939338695,740.8222839148091,450.88646663514646,80.25222608416146,1355.2301024336969,565.2280433931769,1328.8683450919636,945.8259150144524,381.509740547721,77.65240599837749,1876.2841697836263,626.5989670966317,1824.351406116101,1205.7160254434589,581.4409507511742,75.40122994965478,,,,,,,,,,,,
CC1_20260102_12.jpg,CC1,01/02/2026 11:00,477.9910914063147,294.77405320295,449.26260324300426,905.8068975995136,611.7078248342949,45.38772930872625,1369.3280403549315,569.6123787249585,1331.6372460552038,1042.5581843963796,474.445287759436,52.2942936522168,1880.224184407898,629.41449412303,1810.155942216614,1332.3647367667054,706.4337210217097,45.6602975131394,,,,,,,,,,,,
CC1_20260109_12.jpg,CC1,01/09/2026 11:00,498.6294783898514,298.58123091763844,465.2577514309152,866.8540671326666,569.2518674014992,54.59176543669346,1383.2482760372357,572.1901934444872,1340.050429473724,1017.3584368776624,447.2592300993947,59.712199126233614,1892.11414116584,630.2464041540021,1813.4398289115795,1322.5763301196407,696.7857445415108,47.95594882181615,,,,,,,,,,,,
CC1_20260116_13.jpg,CC1,01/16/2026 12:00,471.0644319217699,307.73104334134416,436.002662602936,1087.966825655522,781.0231774225298,8.68181766585684,1345.1549573523143,580.7371297293812,1305.3770506646538,1208.3441019124705,628.8662762410441,10.159449752269351,1842.427080052091,638.0361658722337,1775.1148162471477,1505.0849090027723,869.6576704789037,6.822591601664442,,,,,,,,,,,,
CC1_20260123_13.jpg,CC1,01/23/2026 12:00,454.6759343664538,326.24102925333545,427.7330322366784,1147.0448744509822,821.2459267883264,-0.0380808057528838,1328.9412861523165,599.0644319217702,1298.9752631142787,1259.0064224745176,660.6219746810115,1.4946859150582554,1830.881993744802,655.9782679422601,1772.048955574177,1499.0130930494058,845.0852280828378,12.6693885605589,,,,,,,,,,,,
CC1_20260131_10.jpg,CC1,01/31/2026 09:00,459.862973398525,311.3587884312585,425.4948620203862,1159.1055357586806,848.443112226108,-5.934164476568896,1330.5217949780397,586.3036794563684,1299.198608694051,1275.7753146782318,690.1827857709084,-6.571187597835262,1830.164419951568,648.3672320285808,1774.4753505888427,1471.7699004631554,825.283725049552,17.38098237978346,,,,,,,,,,,,
CC1_20260207_10.jpg,CC1,02/07/2026 09:00,466.7365956741527,309.0675810060493,430.0772768708047,1131.6110466561695,823.3599811375559,-0.4963871020505337,1337.307021905472,582.7236678544788,1308.3779254102865,1251.4531381883248,669.3549111771827,-0.8881567261682619,1838.0207529564864,643.5030815600553,1778.1476371125405,1473.5869650623515,832.2403761240598,15.725708325583838,,,,,,,,,,,,
CC1_20260214_11.jpg,CC1,02/14/2026 10:00,459.8043378175555,312.5854212130416,430.1182333821348,1094.4349097170432,782.4128625415865,8.380547530504373,1330.3335947339292,586.8164379539339,1300.5103956612618,1205.3025243828954,619.2047014591707,12.795677827641327,1829.587206512608,648.0902517528164,1770.4421245781004,1472.8065732786197,826.8344161366844,17.012009048346044,,,,,,,,,,,,
CC1_20260221_13.jpg,CC1,02/21/2026 12:00,418.62123974475855,304.4851661556306,391.1267506422474,1003.3034308444516,699.3589307313543,26.385827240922765,1289.280061324273,581.72126460595,1261.2127703654596,1146.0583823651282,565.0346496477038,27.576354337817065,1791.3263918089708,642.0398384397678,1735.0468265149211,1429.8011409888763,789.7691176942509,25.83137143490441,,,,,,,,,,,,
CC1_20260228_13.jpg,CC1,02/28/2026 12:00,432.3684842960139,306.7763735808401,398.0003729178753,891.0342670091985,585.2678473255157,51.11965771002669,1305.3185133007378,586.3036794563684,1268.6591944973898,1039.9627496477997,455.1378446383902,57.56246419050646,1802.5105245711447,645.8750725118089,1747.5215463661225,1324.072470373747,680.4230288509758,51.84931338023674,,,,,,,,,,,,
CC1_20260308_10.jpg,CC1,03/08/2026 10:00,409.45641004392144,309.0675810060493,372.7970912405734,1028.5067125217531,720.3725214159657,21.8302864043834,1282.406439048645,584.0124720311592,1241.1647053948786,1165.9791580343085,583.4261771743331,22.558097758605925,1775.0160354686336,645.8750725118089,1706.279812712356,1447.797671335046,804.8630460036138,22.239903695780384,,,,,,,,,,,,
CC1_20260315_10.jpg,CC1,03/15/2026 10:00,404.873995193503,311.3587884312585,365.92346896494576,826.8804591033395,516.9910409533371,65.92140122379612,1280.115231623436,600.050924007624,1243.455912820088,1010.1770531200794,411.7612748133219,69.39806384872328,1777.307242893843,657.3311096378551,1722.3182646888208,1273.665907019143,618.7829750300712,66.5160230795484,,,,,,,,,,,,
CC1_20260322_11.jpg,CC1,03/22/2026 11:00,400.29158034308455,313.64999585646774,359.0498466893181,996.429808568824,684.024234396917,29.710239351919995,1275.5328167730172,597.7597165824147,1227.4174608436233,1143.0670837822158,547.4259878728731,32.38100053562215,1762.8262678440433,661.6480437925286,1699.053934974172,1424.7675401845872,765.7795219339147,31.539485153347727,,,,,,,,,,,,
CC1_20260329_11.jpg,CC1,03/29/2026 11:00,432.3684842960139,315.94120328167696,377.3795060909921,884.1606447335707,570.8739978033107,54.24010343858214,1303.0273058755283,597.7597165824147,1250.3295350957155,1037.6715422225905,443.0569595246576,60.85881796628189,1786.47207259468,659.6223170630643,1717.7358498384024,1314.9076406729096,658.8805078747284,56.97516713545846,,,,,,,,,,,,
CC1_20260405_12.jpg,CC1,04/05/2026 12:00,409.45641004392144,318.2324107068862,359.0498466893181,955.1880749150577,638.9470555500623,39.48253063306777,1291.571268749482,597.7597165824147,1236.5822905444602,1097.242935278031,502.50101838958017,44.63909184173952,1771.0522407299984,664.3400750132746,1704.8069988858506,1391.4377794965767,730.1092410946987,40.02691534738614,,,,,,,,,,,,
CC1_20260412_12.jpg,CC1,04/12/2026 12:00,411.74761746913066,311.3587884312585,352.1762244136902,1094.9517278528217,785.8540866992366,7.634523806470327,1284.6976464738543,600.050924007624,1225.126253418414,1195.7648545620286,598.6850907840814,18.39459673875527,1757.9398221043618,663.9607607524651,1689.6773984144088,1499.5973453772003,838.4200975950653,14.255297850259096,,,,,,,,,,,,
CC1_20260419_13.jpg,CC1,04/19/2026 13:00,402.58278776829377,313.64999585646774,349.88501698848097,1101.8253501284494,789.9350885528034,6.749802538365913,1282.1518604458442,596.9959807740114,1226.7810143366207,1201.9383856799536,607.4711876724988,15.997248913673983,1755.6533290977231,664.5359198180528,1690.2776028286512,1501.5293730375774,839.5427483562427,13.988172956829544,,,,,,,,,,,,
CC1_20260426_13.jpg,CC1,04/26/2026 13:00,398.0003729178753,315.94120328167696,349.88501698848097,1140.7758763570066,826.236845815713,-1.120063213346441,1273.2416093478082,602.3421314328331,1222.8350459932049,1253.04504019226,652.6523554674421,3.6692521110631446,1756.6863760669598,661.9135244882737,1697.1149830115191,1489.0394049888123,829.2683359832072,16.432879187037628,,,,,,,,,,,,
CC1_20260504_10.jpg,CC1,05/04/2026 10:00,391.1267506422474,320.5236181320954,343.0113947128533,1147.6494986326345,828.5241756702119,-1.6159339436370033,1267.9591033396869,608.4520179000576,1224.9989641170134,1270.3563851827298,663.2970412944007,0.7647753291631147,1759.1278555841,670.4613546587109,1696.913490726162,1481.0896675659667,813.0122316924515,20.300876498769213,,,,,,,,,,,,
CC2_20251124_14.jpg,CC2,11/24/2025 13:00,871.799898323968,248.09051430870352,859.9476381540287,1194.4967995655825,946.4804978682132,-1.388154109884198,1126.9632865267918,168.79849648934325,1146.057226951948,788.849799652989,620.3452241420858,1.63993504715134,1306.0737748701276,512.9591997940583,1340.835990452353,1173.993077056056,661.947277749682,0.4050200883881985,,,,,,,,,,,,
CC2_20251202_14.jpg,CC2,12/02/2025 13:00,869.4600283542472,246.58960203109208,862.7905043039655,1102.5958705822848,856.0322507651182,20.62836365196219,1125.0019884988365,164.37244384421993,1143.9633633015353,774.9942599725292,610.9161448727994,5.004548037251112,1305.3989241494164,513.0211866016809,1340.781464418169,1173.2197897453502,661.1460653658328,0.6236099054776787,,,,,,,,,,,,
CC2_20251210_14.jpg,CC2,12/10/2025 13:00,872.0809624243558,247.15588524137365,859.2651941852728,1040.936253539921,793.8838183334733,35.756263974260435,1126.1167351429044,165.67593725181035,1146.4100214880837,803.2693316961634,637.916259480631,-4.630002033783285,1305.3759780020005,509.9724628234137,1340.8453563697842,1173.5930903496878,664.5678400887022,-0.3099317195281799,,,,,,,,,,,,
CC2_20251218_14.jpg,CC2,12/18/2025 13:00,897.9927488190935,235.6216540979528,870.2648959973483,1038.180699428192,803.037891424489,33.52801943380112,1129.853323366096,153.90683565862503,1146.406759357632,682.2925125084482,528.6449089352622,34.36169535158771,1307.30615719536,497.5561668429085,1333.6592272938844,1013.3082613439911,516.4249289934322,40.10698206286378,,,,,,,,,,,,
CC2_20251226_14.jpg,CC2,12/26/2025 13:00,1132.0777740946382,277.88170216292326,953.872752133919,885.6881163503767,633.3921904945078,74.82243593574356,1170.5171699480234,161.48042328584222,1159.2608334737788,564.7221240396549,403.3987783046063,79.05373219258522,1327.4437431477827,500.4947923924959,1330.7544303460895,856.7247349303466,356.24532643986424,83.80779189737551,,,,,,,,,,,,
CC2_20260103_14.jpg,CC2,01/03/2026 13:00,1219.578561365708,322.3162757934864,940.0282726996492,1020.6395265324168,752.1992597815181,45.90293738306377,1183.1667978028336,179.43491304433434,1158.8388668889768,687.3980436938594,508.545367024237,41.53388872036902,1314.4595579160705,509.6141411447648,1335.15135290549,992.8825085643246,483.7111383131991,49.03208315371453,,,,,,,,,,,,
CC2_20260111_14.jpg,CC2,01/11/2026 13:00,1257.3531712296733,340.0691737569688,957.0076285992473,1009.8874077184744,734.0735055328419,50.3150294151844,1194.977372052679,181.26593138794647,1161.7172275141302,683.4734159941422,503.30765423268446,43.40288101469332,1315.0364759426143,509.55904464242894,1333.3432518743734,977.526004398026,468.32490160988897,53.22981490932477,,,,,,,,,,,,
CC2_20260119_13.jpg,CC2,01/19/2026 12:00,1248.365147177105,322.65704864654685,903.4310457945296,1120.2225460333811,868.9592953174005,17.481718856634103,1178.5094237274757,160.33514250499388,1154.0103384600025,779.4336485884344,619.5830577200209,1.9119016910898097,1311.5990490994236,496.70096185300224,1344.7059210824957,1120.4344300140729,624.6114826648169,10.591114041757464,,,,,,,,,,,,
CC2_20260127_13.jpg,CC2,01/27/2026 12:00,1221.6569699161237,310.6345143793519,885.6416338116403,1148.0432084970903,902.307944707008,9.364136093719935,1174.836679776464,157.55273214288587,1154.6184969834687,796.9608736440894,639.7277126508387,-5.276389522251122,1312.20720762289,495.6883385981372,1345.976217045623,1148.5558541043106,653.7402686087161,2.644087610481165,,,,,,,,,,,,
CC2_20260204_13.jpg,CC2,02/04/2026 12:00,1210.2291145039444,302.01375140484333,866.977065783458,1197.2150944678726,958.7530514020084,-4.37548555647416,1169.038868657486,157.8478909422388,1152.5369911012522,786.5438585010911,628.9124991504323,-1.4171571629792652,1313.9793416395023,493.9497381643018,1343.5371569459887,1162.3377552561387,669.0412586960912,-1.5303868383770125,,,,,,,,,,,,
CC2_20260212_13.jpg,CC2,02/12/2026 12:00,1208.7069341009897,303.9488995718324,891.6277069537871,1139.0954951341346,893.3135353097315,11.553515994324812,1170.76645880839,156.50499283433527,1154.228350072402,780.6001842263313,624.3142773949476,0.2236431959972549,1312.589554391428,495.3293039721972,1344.1955815112667,1120.3208332686245,625.7901826032321,10.269536630904495,,,,,,,,,,,,
CC2_20260220_13.jpg,CC2,02/20/2026 12:00,1212.430589063331,301.9402982915368,898.9747251276087,1120.1876749771468,876.2324737697026,15.711313484403206,1172.5919864437012,155.5968885023657,1156.7374733051415,756.118760861971,600.7311251875892,8.638906022648854,1313.0019090652395,495.2366096353664,1345.4466436086495,1091.8224427703178,597.4674192764961,17.99666089890013,,,,,,,,,,,,
